capitulo;cap_fx;cap_nm;grupo;grp_nm;categoria;cat_nm;subcategoria;subcat_nm
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S30-S39;Traumatismos abdome, dorso, coluna lombar e pelve;S38;Traumatismos abdome, dorso, coluna lombar e pelve;S381;S38.1 Lesao p/esmag outr part NE abdome dorso pelv
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S30-S39;Traumatismos abdome, dorso, coluna lombar e pelve;S38;Traumatismos abdome, dorso, coluna lombar e pelve;S382;S38.2 Amput traum de orgaos genitais externos
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S30-S39;Traumatismos abdome, dorso, coluna lombar e pelve;S38;Traumatismos abdome, dorso, coluna lombar e pelve;S383;S38.3 Amput traum outr part NE abdome dorso pelve
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S30-S39;Traumatismos abdome, dorso, coluna lombar e pelve;S39;Traumatismos abdome, dorso, coluna lombar e pelve;S390;S39.0 Traum musculo e tendao abdome dorso e pelve
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S30-S39;Traumatismos abdome, dorso, coluna lombar e pelve;S39;Traumatismos abdome, dorso, coluna lombar e pelve;S396;S39.6 Traum org intra-abdominais c/orgaos pelvicos
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S30-S39;Traumatismos abdome, dorso, coluna lombar e pelve;S39;Traumatismos abdome, dorso, coluna lombar e pelve;S397;S39.7 Outr traum mult do abdome do dorso e pelve
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S30-S39;Traumatismos abdome, dorso, coluna lombar e pelve;S39;Traumatismos abdome, dorso, coluna lombar e pelve;S398;S39.8 Outr traum espec do abdome do dorso e pelve
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S30-S39;Traumatismos abdome, dorso, coluna lombar e pelve;S39;Traumatismos abdome, dorso, coluna lombar e pelve;S399;S39.9 Traum NE do abdome do dorso e da pelve
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S40;Traumatismos do ombro e do braço;S400;S40.0 Contusao do ombro e do braco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S40;Traumatismos do ombro e do braço;S407;S40.7 Traum superf mult do ombro e do braco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S40;Traumatismos do ombro e do braço;S408;S40.8 Outr traum superf do ombro e do braco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S40;Traumatismos do ombro e do braço;S409;S40.9 Traum superf NE do ombro e do braco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S41;Traumatismos do ombro e do braço;S410;S41.0 Ferim do ombro
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S41;Traumatismos do ombro e do braço;S411;S41.1 Ferim do braco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S41;Traumatismos do ombro e do braço;S417;S41.7 Ferim mult do ombro e do braco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S41;Traumatismos do ombro e do braço;S418;S41.8 Ferim outr partes e NE cintura escapular
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S42;Traumatismos do ombro e do braço;S420;S42.0 Frat da clavicula
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S42;Traumatismos do ombro e do braço;S421;S42.1 Frat da omoplata
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S42;Traumatismos do ombro e do braço;S422;S42.2 Frat da extremidade super do umero
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S42;Traumatismos do ombro e do braço;S423;S42.3 Frat da diafise do umero
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S42;Traumatismos do ombro e do braço;S424;S42.4 Frat da extremidade infer do umero
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S42;Traumatismos do ombro e do braço;S427;S42.7 Frat mult da clavicula da omoplata e umero
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S42;Traumatismos do ombro e do braço;S428;S42.8 Frat de outr partes do ombro e do braco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S42;Traumatismos do ombro e do braço;S429;S42.9 Frat da cintura escapular parte NE
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S43;Traumatismos do ombro e do braço;S430;S43.0 Luxacao da articulacao do ombro
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S43;Traumatismos do ombro e do braço;S431;S43.1 Luxacao da articulacao acromioclavicular
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S43;Traumatismos do ombro e do braço;S432;S43.2 Luxacao da articulacao esternoclavicular
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S43;Traumatismos do ombro e do braço;S433;S43.3 Luxacao de outr partes e NE cint escapular
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S43;Traumatismos do ombro e do braço;S434;S43.4 Entorse e distensao de articulacao do ombro
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S43;Traumatismos do ombro e do braço;S435;S43.5 Entorse e distensao artic acromioclavicular
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S43;Traumatismos do ombro e do braço;S436;S43.6 Entorse e distensao artic esternoclavicular
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S43;Traumatismos do ombro e do braço;S437;S43.7 Entorse distensao outr partes NE cint escap
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S44;Traumatismos do ombro e do braço;S440;S44.0 Traum do nervo cubital ao nivel do braco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S44;Traumatismos do ombro e do braço;S441;S44.1 Traum do nervo mediano ao nivel do braco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S44;Traumatismos do ombro e do braço;S442;S44.2 Traum do nervo radial ao nivel do braco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S44;Traumatismos do ombro e do braço;S443;S44.3 Traum do nervo axilar
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S44;Traumatismos do ombro e do braço;S444;S44.4 Traum do nervo musculocutaneo
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S44;Traumatismos do ombro e do braço;S445;S44.5 Traum nervo sensit cutaneo nivel ombro braco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S44;Traumatismos do ombro e do braço;S447;S44.7 Traum de mult nervos ao nivel ombro e braco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S44;Traumatismos do ombro e do braço;S448;S44.8 Traum de outr nervos ao nivel ombro e braco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S44;Traumatismos do ombro e do braço;S449;S44.9 Traum de nervo NE ao nivel do ombro e braco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S45;Traumatismos do ombro e do braço;S450;S45.0 Traum da arteria axilar
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S45;Traumatismos do ombro e do braço;S451;S45.1 Traum da arteria braquial
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S45;Traumatismos do ombro e do braço;S452;S45.2 Traum da veia axilar ou braquial
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S45;Traumatismos do ombro e do braço;S453;S45.3 Traum de veia superf ao nivel ombro e braco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S45;Traumatismos do ombro e do braço;S457;S45.7 Traum mult vasos sang nivel ombro braco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S45;Traumatismos do ombro e do braço;S458;S45.8 Traum de outr vasos sang nivel ombro braco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S45;Traumatismos do ombro e do braço;S459;S45.9 Traum vaso sanguineo NE nivel ombro braco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S46;Traumatismos do ombro e do braço;S460;S46.0 Traum do tendao do manguito rotador do ombro
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S46;Traumatismos do ombro e do braço;S461;S46.1 Traum do musculo tendao cabeca longa biceps
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S46;Traumatismos do ombro e do braço;S462;S46.2 Traum do musculo e tendao outr partes biceps
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S46;Traumatismos do ombro e do braço;S463;S46.3 Traum do musculo e tendao do triceps
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S46;Traumatismos do ombro e do braço;S467;S46.7 Traum mult musc tendoes nivel ombro braco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S46;Traumatismos do ombro e do braço;S468;S46.8 Traum outr musc tendoes nivel ombro braco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S46;Traumatismos do ombro e do braço;S469;S46.9 Traum musculo tendao NE nivel ombro braco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S48;Traumatismos do ombro e do braço;S480;S48.0 Amput traum da articulacao do ombro
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S48;Traumatismos do ombro e do braço;S481;S48.1 Amput traum de localiz entre ombro cotovelo
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S48;Traumatismos do ombro e do braço;S489;S48.9 Amput traum do ombro e do braco localiz NE
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S49;Traumatismos do ombro e do braço;S497;S49.7 Traum mult do ombro e do braco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S49;Traumatismos do ombro e do braço;S498;S49.8 Outr traum espec do ombro e do braco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S40-S49;Traumatismos do ombro e do braço;S49;Traumatismos do ombro e do braço;S499;S49.9 Traum NE do ombro e do braco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S50;Traumatismos do cotovelo e do antebraço;S500;S50.0 Contusao do cotovelo
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S50;Traumatismos do cotovelo e do antebraço;S501;S50.1 Contusao outr partes e NE do antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S50;Traumatismos do cotovelo e do antebraço;S507;S50.7 Traum superf mult do antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S50;Traumatismos do cotovelo e do antebraço;S508;S50.8 Outr traum superf do antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S50;Traumatismos do cotovelo e do antebraço;S509;S50.9 Traum superf do antebraco NE
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S51;Traumatismos do cotovelo e do antebraço;S510;S51.0 Ferim do cotovelo
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S51;Traumatismos do cotovelo e do antebraço;S517;S51.7 Ferim mult do antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S51;Traumatismos do cotovelo e do antebraço;S518;S51.8 Ferim de outr partes do antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S51;Traumatismos do cotovelo e do antebraço;S519;S51.9 Ferim do antebraco parte NE
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S52;Traumatismos do cotovelo e do antebraço;S520;S52.0 Frat da extremidade super do cubito
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S52;Traumatismos do cotovelo e do antebraço;S521;S52.1 Frat da extremidade super do radio
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S52;Traumatismos do cotovelo e do antebraço;S522;S52.2 Frat da diafise do cubito
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S52;Traumatismos do cotovelo e do antebraço;S523;S52.3 Frat da diafise do radio
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S52;Traumatismos do cotovelo e do antebraço;S524;S52.4 Frat das diafises do radio e do cubito
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S52;Traumatismos do cotovelo e do antebraço;S525;S52.5 Frat da extremidade distal do radio
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S52;Traumatismos do cotovelo e do antebraço;S526;S52.6 Frat da extremidade distal do radio e cubito
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S52;Traumatismos do cotovelo e do antebraço;S527;S52.7 Frat mult do antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S52;Traumatismos do cotovelo e do antebraço;S528;S52.8 Frat de outr partes do antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S52;Traumatismos do cotovelo e do antebraço;S529;S52.9 Frat do antebraco parte NE
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S53;Traumatismos do cotovelo e do antebraço;S530;S53.0 Luxacao da cabeca do radio
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S53;Traumatismos do cotovelo e do antebraço;S531;S53.1 Luxacao do cotovelo NE
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S53;Traumatismos do cotovelo e do antebraço;S532;S53.2 Ruptura traum do ligamento colateral radio
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S53;Traumatismos do cotovelo e do antebraço;S533;S53.3 Ruptura traum do ligamento colateral cubito
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S53;Traumatismos do cotovelo e do antebraço;S534;S53.4 Entorse e distensao do cotovelo
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S54;Traumatismos do cotovelo e do antebraço;S540;S54.0 Traum do nervo cubital ao nivel do antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S54;Traumatismos do cotovelo e do antebraço;S541;S54.1 Traum do nervo mediano ao nivel do antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S54;Traumatismos do cotovelo e do antebraço;S542;S54.2 Traum do nervo radial ao nivel do antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S54;Traumatismos do cotovelo e do antebraço;S543;S54.3 Traum nervo cutaneo sensitivo niv antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S54;Traumatismos do cotovelo e do antebraço;S547;S54.7 Traum de mult nervos ao nivel do antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S54;Traumatismos do cotovelo e do antebraço;S548;S54.8 Traum de outr nervos ao nivel do antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S54;Traumatismos do cotovelo e do antebraço;S549;S54.9 Traum de nervo NE ao nivel do antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S55;Traumatismos do cotovelo e do antebraço;S550;S55.0 Traum da arteria cubital ao nivel antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S55;Traumatismos do cotovelo e do antebraço;S551;S55.1 Traum da arteria radial ao nivel antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S55;Traumatismos do cotovelo e do antebraço;S552;S55.2 Traum de veia ao nivel do antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S55;Traumatismos do cotovelo e do antebraço;S557;S55.7 Traum mult vasos sanguineos nivel antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S55;Traumatismos do cotovelo e do antebraço;S558;S55.8 Traum outr vasos sanguineos nivel antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S55;Traumatismos do cotovelo e do antebraço;S559;S55.9 Traum de vasos sanguineos NE nivel antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S56;Traumatismos do cotovelo e do antebraço;S560;S56.0 Traum musc flexor tend polegar niv antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S56;Traumatismos do cotovelo e do antebraço;S561;S56.1 Traum musc flexor tend out dedos niv antebr
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S56;Traumatismos do cotovelo e do antebraço;S562;S56.2 Traum outr musc flexor tendao niv antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S56;Traumatismos do cotovelo e do antebraço;S563;S56.3 Traum musc extens abdut tend poleg niv anteb
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S56;Traumatismos do cotovelo e do antebraço;S564;S56.4 Traum musc extens tend out dedos niv antebr
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S56;Traumatismos do cotovelo e do antebraço;S565;S56.5 Traum outr musc extens tendoes niv antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S56;Traumatismos do cotovelo e do antebraço;S567;S56.7 Traum musculos tendoes mult nivel antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S56;Traumatismos do cotovelo e do antebraço;S568;S56.8 Traum outr musc tendoes e NE nivel antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S57;Traumatismos do cotovelo e do antebraço;S570;S57.0 Lesao p/esmag do cotovelo
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S57;Traumatismos do cotovelo e do antebraço;S578;S57.8 Lesao p/esmag de outr partes do antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S57;Traumatismos do cotovelo e do antebraço;S579;S57.9 Lesao p/esmag de parte NE do antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S58;Traumatismos do cotovelo e do antebraço;S580;S58.0 Amput traum ao nivel do cotovelo
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S58;Traumatismos do cotovelo e do antebraço;S581;S58.1 Amput traum antebraco entre cotovelo punho
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S58;Traumatismos do cotovelo e do antebraço;S589;S58.9 Amput traum do antebraco nivel NE
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S59;Traumatismos do cotovelo e do antebraço;S597;S59.7 Traum mult do cotovelo
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S59;Traumatismos do cotovelo e do antebraço;S598;S59.8 Outr traum espec do antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S50-S59;Traumatismos do cotovelo e do antebraço;S59;Traumatismos do cotovelo e do antebraço;S599;S59.9 Traum NE do antebraco
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S60;Traumatismos do punho e da mão;S600;S60.0 Contusao de dedos s/lesao da unha
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S60;Traumatismos do punho e da mão;S601;S60.1 Contusao de dedos c/lesao da unha
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S60;Traumatismos do punho e da mão;S602;S60.2 Contusao de outr partes do punho e da mao
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S60;Traumatismos do punho e da mão;S607;S60.7 Traum superf mult do punho e da mao
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S60;Traumatismos do punho e da mão;S608;S60.8 Outr traum superf do punho e da mao
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S60;Traumatismos do punho e da mão;S609;S60.9 Traum superf NE do punho e da mao
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S61;Traumatismos do punho e da mão;S610;S61.0 Ferim de dedos s/lesao da unha
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S61;Traumatismos do punho e da mão;S611;S61.1 Ferim de dedos c/lesao da unha
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S61;Traumatismos do punho e da mão;S617;S61.7 Ferim mult do punho e da mao
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S61;Traumatismos do punho e da mão;S618;S61.8 Ferim de outr partes do punho e da mao
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S61;Traumatismos do punho e da mão;S619;S61.9 Ferim do punho e da mao parte NE
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S62;Traumatismos do punho e da mão;S620;S62.0 Frat do osso navicular da mao
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S62;Traumatismos do punho e da mão;S621;S62.1 Frat de outr ossos do carpo
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S62;Traumatismos do punho e da mão;S622;S62.2 Frat do primeiro metacarpiano
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S62;Traumatismos do punho e da mão;S623;S62.3 Frat de outr ossos do metacarpo
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S62;Traumatismos do punho e da mão;S624;S62.4 Frat mult de ossos metacarpianos
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S62;Traumatismos do punho e da mão;S625;S62.5 Frat do polegar
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S62;Traumatismos do punho e da mão;S626;S62.6 Frat de outr dedos
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S62;Traumatismos do punho e da mão;S627;S62.7 Frat mult de dedos
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S62;Traumatismos do punho e da mão;S628;S62.8 Frat de outr partes e de partes NE punho mao
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S63;Traumatismos do punho e da mão;S630;S63.0 Luxacao do punho
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S63;Traumatismos do punho e da mão;S631;S63.1 Luxacao do dedo
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S63;Traumatismos do punho e da mão;S632;S63.2 Luxacoes mult dos dedos
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S63;Traumatismos do punho e da mão;S633;S63.3 Ruptura traum de ligamentos do punho e carpo
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S63;Traumatismos do punho e da mão;S634;S63.4 Rupt traum lig dedo artic metacarp interfal
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S63;Traumatismos do punho e da mão;S635;S63.5 Entorse e distensao do punho
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S63;Traumatismos do punho e da mão;S636;S63.6 Entorse e distensao de dedos
19;S00-T98;XIX. Lesões enven e alg out conseq causas externas;S60-S69;Traumatismos do punho e da mão;S63;Traumatismos do punho e da mão;S637;S63.7 Entorse e distensao de outr partes e NE mao
